TN Code,MC,LC,TN Raise Date,Exchange Type,Organization Name,Organization Type,Business Type,Issue Type,Earliest Start Date,Latest End Date,Internship Focus,Primary fow,Background in primary field of work,secondary fow,Background in secondary field of work,Languages,Skills,Workfield,Master Issues,Sub Issues,Link,entry_id
TN-In-CN-CH-2013-333,China,AIESEC CHANGSHA,28-05-2013-04:40:43 AM,Global Internship,ET|Dragon Charm Communication Ltd,Company,Education  (0-6 Years),,06-14-2013,12-14-2013,Other subjects literacy,Teaching & Language Education," Child (Youth) Education, Foreign Languages Education",-,-, English(Excellent),Internet User Skills,Teaching & Language Education,Literacy,Other subjects literacy,http://www.myaiesec.net/exchange/viewtn.do?operation=executeAction&tnId=100188194,1356
TN-In-CN-CH-2013-334,China,AIESEC CHANGSHA,28-05-2013-04:40:43 AM,Global Internship,ET|Dragon Charm Communication Ltd,Company,Education  (0-6 Years),,06-14-2013,12-14-2013,Other subjects literacy,Teaching & Language Education," Child (Youth) Education, Foreign Languages Education",-,-, English(Excellent),Internet User Skills,Teaching & Language Education,Literacy,Other subjects literacy,http://www.myaiesec.net/exchange/viewtn.do?operation=executeAction&tnId=100188195,1357
TN-In-CN-CH-2013-335,China,AIESEC CHANGSHA,28-05-2013-04:40:43 AM,Global Internship,ET|Dragon Charm Communication Ltd,Company,Education  (0-6 Years),,06-14-2013,12-14-2013,Other subjects literacy,Teaching & Language Education," Child (Youth) Education, Foreign Languages Education",-,-, English(Excellent),Internet User Skills,Teaching & Language Education,Literacy,Other subjects literacy,http://www.myaiesec.net/exchange/viewtn.do?operation=executeAction&tnId=100188196,1358
TN-In-CN-CH-2013-336,China,AIESEC CHANGSHA,28-05-2013-04:40:43 AM,Global Internship,ET|Dragon Charm Communication Ltd,Company,Education  (0-6 Years),,06-14-2013,12-14-2013,Other subjects literacy,Teaching & Language Education," Child (Youth) Education, Foreign Languages Education",-,-, English(Excellent),Internet User Skills,Teaching & Language Education,Literacy,Other subjects literacy,http://www.myaiesec.net/exchange/viewtn.do?operation=executeAction&tnId=100188197,1359
TN-In-CN-SY-2013-1303,China,AIESEC SYSU,09-06-2013-07:11:20 AM,Global Internship,MT | Sino-RussianBA,Company,Logistics and Transportation Services,,07-23-2013,10-30-2013,Leadership,-,-,-,-," Chinese, Mandarin(Basic), Russian(Native)","Project Management,Presentation skills,PC User Skills,Internet User Skills","Business Administration,Marketing",Career Development,Leadership,http://www.myaiesec.net/exchange/viewtn.do?operation=executeAction&tnId=100191377,1395
TN-In-CN-SY-2013-1305,China,AIESEC SYSU,12-06-2013-03:27:47 AM,Global Internship,MT | Blue Moon (NEP),Company,Retail & FMCG,,06-30-2013,06-30-2014,"Sanitation and hygiene,Leadership",-,-,-,-," Chinese(Basic), English(Native)","Project Management,Training/ Facilitating skills,PC User Skills,Internet User Skills",Human Resources,"Health & Lifestyle,Career Development","Sanitation and hygiene,Leadership",http://www.myaiesec.net/exchange/viewtn.do?operation=executeAction&tnId=100191867,1410
TN-In-CN-SY-2013-1306,China,AIESEC SYSU,12-06-2013-04:37:29 AM,Global Internship,MT | Blue Moon (NEP),Company,Retail & FMCG,,06-30-2013,06-30-2014,Leadership,-,-,-,-," Chinese(Basic), English(Native)","Project Management,PC User Skills,Internet User Skills,Language Teaching",Teaching & Language Education,Career Development,Leadership,http://www.myaiesec.net/exchange/viewtn.do?operation=executeAction&tnId=100191868,1411
TN-In-CN-NN-2014-575,China,AIESEC UNNC,01-02-2014-03:30:29 PM,Global Internship,New Century Hotel Group,Company,Other,,02-28-2014,08-31-2014,-,Marketing,-,-,-, English(Native),"PC User Skills,Internet User Skills",Marketing,-,-,http://www.myaiesec.net/exchange/viewtn.do?operation=executeAction&tnId=100226941,1435
TN-In-CN-TJ-2013-398,China,AIESEC TJU,19-06-2013-05:47:25 AM,Global Internship,MT|PISANIO TECHNOLOGY,Company,Electronics,,07-18-2013,01-18-2014,Ageing Population,Marketing," Advertising + Public Relations, International Marketing","Teaching & Language Education,Communication & Journalism", Journalism," English(Excellent), German(Native)","Training/ Facilitating skills,Marketing / Selling skills,PC User Skills,Internet User Skills,Language Teaching","Teaching & Language Education,Marketing,Communication & Journalism",Population Dynamics,Ageing Population,http://www.myaiesec.net/exchange/viewtn.do?operation=executeAction&tnId=100192977,1443
TN-In-CN-TJ-2014-402,China,AIESEC TJU,07-01-2014-03:39:42 AM,Global Internship,MT|PISANIO TECHNOLOGY,Company,Electronics,,04-18-2014,10-30-2014,-,Marketing," Introductory Marketing, Advertising + Public Relations, Consumer + Buyer Behaviour","Business Administration,Economics",-, English(Native),"Marketing / Selling skills,PC User Skills,Internet User Skills,Client Servicing Skills","Business Administration,Economics,Marketing",-,-,http://www.myaiesec.net/exchange/viewtn.do?operation=executeAction&tnId=100224138,1444
TN-In-CN-SY-2013-1338,China,AIESEC SYSU,26-07-2013-07:14:55 AM,Global Internship,MT | Guangzhou Marriott Hotel,Company,"Hospitality, Tourism & Leisure",,04-29-2014,07-31-2015,Leadership,Business Administration, Hotel + Restaurant Management,-,-," English(None), French(None), German(None)","PC User Skills,Internet User Skills",Business Administration,Career Development,Leadership,http://www.myaiesec.net/exchange/viewtn.do?operation=executeAction&tnId=100197379,1456
TN-In-CN-BF-2013-76,China,AIESEC BFSU,28-11-2013-04:54:57 AM,Global Internship,ET | Beijing XinHua Boyue International Culture Exchange Corp. Ltd (2014Spring),Company,Education (Others),,02-14-2014,02-14-2015,-,Cultural Education,-,-,-, English(Native),"PC User Skills,Internet User Skills",Cultural Education,-,-,http://www.myaiesec.net/exchange/viewtn.do?operation=executeAction&tnId=100218983,1469
TN-In-CN-BF-2014-89,China,AIESEC BFSU,11-01-2014-08:35:28 AM,Global Internship,ET | Beijing XinHua Boyue International Culture Exchange Corp. Ltd (2014Spring),Company,Education (Others),,01-31-2014,01-31-2015,-,Cultural Education,-,-,-, English(Native),"PC User Skills,Internet User Skills",Cultural Education,-,-,http://www.myaiesec.net/exchange/viewtn.do?operation=executeAction&tnId=100224431,1470
TN-In-CN-BF-2014-90,China,AIESEC BFSU,11-01-2014-08:35:28 AM,Global Internship,ET | Beijing XinHua Boyue International Culture Exchange Corp. Ltd (2014Spring),Company,Education (Others),,02-14-2014,02-14-2015,-,Cultural Education,-,-,-, English(Native),"PC User Skills,Internet User Skills",Cultural Education,-,-,http://www.myaiesec.net/exchange/viewtn.do?operation=executeAction&tnId=100224432,1471
TN-In-CN-BF-2014-91,China,AIESEC BFSU,11-01-2014-08:35:28 AM,Global Internship,ET | Beijing XinHua Boyue International Culture Exchange Corp. Ltd (2014Spring),Company,Education (Others),,02-14-2014,02-14-2015,-,Cultural Education,-,-,-, English(Native),"PC User Skills,Internet User Skills",Cultural Education,-,-,http://www.myaiesec.net/exchange/viewtn.do?operation=executeAction&tnId=100224433,1472
TN-In-CN-BF-2014-92,China,AIESEC BFSU,11-01-2014-08:35:28 AM,Global Internship,ET | Beijing XinHua Boyue International Culture Exchange Corp. Ltd (2014Spring),Company,Education (Others),,02-14-2014,02-14-2015,-,Cultural Education,-,-,-, English(Native),"PC User Skills,Internet User Skills",Cultural Education,-,-,http://www.myaiesec.net/exchange/viewtn.do?operation=executeAction&tnId=100224434,1473
TN-In-CN-NK-2013-1008,China,AIESEC NKU,17-07-2013-02:25:45 PM,Global Internship,MT?Tianjin Talent Chemistry Co. Ltd.,Company,Chemicals,,07-31-2013,01-29-2015,Social Business,-,-,-,-," English(Native), French(Excellent), German(Excellent)","PC User Skills,Internet User Skills",Marketing,Business and Development,Social Business,http://www.myaiesec.net/exchange/viewtn.do?operation=executeAction&tnId=100196259,1474
TN-In-CN-SY-2013-1382,China,AIESEC SYSU,26-09-2013-05:01:32 PM,Global Internship,ET | Aulaedu,Company,Education (6-17 Years),,09-30-2013,09-29-2014,Cross-cultural dialogues,Teaching & Language Education," Foreign Languages Education, Introductory Teaching, Subjects Education, Child (Youth) Education, Linguistics",Cultural Education, Bilingual and Cross Cultural Education, English(Excellent),"First Aid,Language Teaching","Teaching & Language Education,Cultural Education",Cultural Understanding,Cross-cultural dialogues,http://www.myaiesec.net/exchange/viewtn.do?operation=executeAction&tnId=100204616,1482
TN-In-CN-SW-2013-52,China,AIESEC SWUFE,03-07-2013-03:29:34 PM,Global Internship,MT|Kempinski Hotel Chengdu,Company,"Hospitality, Tourism & Leisure",,07-02-2013,07-01-2015,Protect and showcase local traditions,Marketing, Customer Relationship Management,"Business Administration,Human Resources"," Event Management, Hotel + Restaurant Management"," Chinese, Mandarin(Basic), English(Excellent)","PC User Skills,Internet User Skills","Business Administration,Marketing,Human Resources",Cultural Understanding,Protect and showcase local traditions,http://www.myaiesec.net/exchange/viewtn.do?operation=executeAction&tnId=100194901,1499
TN-In-CN-SY-2013-1327,China,AIESEC SYSU,04-07-2013-07:48:45 PM,Global Internship,MT | Huizhou Crown Plaza,Company,"Hospitality, Tourism & Leisure",,08-31-2013,10-30-2014,"Entrepreneurship,Protect and showcase local traditions",-,-,-,-, English(Excellent),"PC User Skills,Internet User Skills,Language Teaching,Client Servicing Skills","Business Administration,Marketing","Business and Development,Cultural Understanding","Entrepreneurship,Protect and showcase local traditions",http://www.myaiesec.net/exchange/viewtn.do?operation=executeAction&tnId=100195135,1500
TN-In-CN-SZ-2013-110,China,AIESEC SZU,16-07-2013-03:47:44 PM,Global Internship,MT | Mission Hills Hotel,Company,"Hospitality, Tourism & Leisure",,03-07-2014,03-07-2015,Protect and showcase local traditions,Communication & Journalism,-,Cultural Education,-," Chinese(Good), English(Excellent)","X-Windows,Windows Operating Systems,Team Management,PC User Skills,Internet User Skills","Cultural Education,Communication & Journalism",Cultural Understanding,Protect and showcase local traditions,http://www.myaiesec.net/exchange/viewtn.do?operation=executeAction&tnId=100196169,1536
TN-In-CN-SZ-2013-120,China,AIESEC SZU,04-08-2013-10:45:44 AM,Global Internship,MT | Mission Hills Hotel,Company,"Hospitality, Tourism & Leisure",,03-07-2014,03-07-2015,-,Communication & Journalism,-,Cultural Education,-," Chinese(Excellent), Chinese, Mandarin(Good), Chinese, Cantonese(Good), English(Excellent), Japanese(Good), Spanish(Good), Korean(Good)","PC User Skills,Internet User Skills","Cultural Education,Communication & Journalism",-,-,http://www.myaiesec.net/exchange/viewtn.do?operation=executeAction&tnId=100198308,1537
TN-In-CN-SZ-2013-121,China,AIESEC SZU,04-08-2013-11:11:32 AM,Global Internship,MT | Mission Hills Hotel,Company,"Hospitality, Tourism & Leisure",,02-10-2014,02-10-2015,-,Communication & Journalism,-,Cultural Education,-," Chinese(Excellent), Chinese, Mandarin(Good), Chinese, Cantonese(Good), English(Excellent), Japanese(Good), Spanish(Good), Korean(Good)","PC User Skills,Internet User Skills","Cultural Education,Communication & Journalism",-,-,http://www.myaiesec.net/exchange/viewtn.do?operation=executeAction&tnId=100198309,1538
TN-In-CN-HU-2013-1055,China,AIESEC HUST,10-10-2013-04:49:52 PM,Global Internship,MT|Wanda Reign Hotel ?Wuhan),Company,Consumer Services (Others),,12-14-2013,12-14-2014,Protect and showcase local traditions,-,-,-,-, English(Excellent),"Community Development,Team Management,PC User Skills,Internet User Skills","Business Administration,Human Resources",Cultural Understanding,Protect and showcase local traditions,http://www.myaiesec.net/exchange/viewtn.do?operation=executeAction&tnId=100207094,1561
TN-In-CN-HU-2013-1056,China,AIESEC HUST,10-10-2013-04:49:52 PM,Global Internship,MT|Wanda Reign Hotel ?Wuhan),Company,Consumer Services (Others),,12-14-2013,12-14-2014,Protect and showcase local traditions,-,-,-,-, English(Excellent),"Community Development,Team Management,PC User Skills,Internet User Skills","Business Administration,Human Resources",Cultural Understanding,Protect and showcase local traditions,http://www.myaiesec.net/exchange/viewtn.do?operation=executeAction&tnId=100207095,1562
TN-In-CN-GD-2013-611,China,AIESEC GDUFS ,13-08-2013-03:23:15 AM,Global Internship,ET|Leunta Center For Overseas Study,Company,Education (Others),,07-31-2014,02-01-2015,-,Teaching & Language Education," Foreign Languages Education, Subjects Education",-,-, English(Excellent),Presentation skills,Teaching & Language Education,-,-,http://www.myaiesec.net/exchange/viewtn.do?operation=executeAction&tnId=100199215,1618
TN-In-CN-SY-2013-1344,China,AIESEC SYSU,09-08-2013-04:01:22 PM,Global Internship,MT | TangLa Hotel,Company,Business Services,,08-31-2013,08-31-2014,-,Communication & Journalism, Journalism,"Business Administration,Cultural Education", Hotel + Restaurant Management," Chinese(Basic), English(Excellent)","Organisational Management,X-Windows,Team Management,Training/ Facilitating skills,Marketing / Selling skills,PC User Skills,Internet User Skills,Photoshop","Business Administration,Cultural Education,Communication & Journalism",-,-,http://www.myaiesec.net/exchange/viewtn.do?operation=executeAction&tnId=100198888,1624
TN-In-CN-SY-2013-1401,China,AIESEC SYSU,08-11-2013-08:03:23 AM,Global Internship,MT | TangLa Hotel,Company,Business Services,,11-30-2013,11-30-2014,-,Communication & Journalism, Journalism,"Business Administration,Cultural Education", Hotel + Restaurant Management," Chinese(Basic), English(Excellent)","Organisational Management,X-Windows,Team Management,Training/ Facilitating skills,Marketing / Selling skills,PC User Skills,Internet User Skills,Photoshop","Business Administration,Cultural Education,Communication & Journalism",-,-,http://www.myaiesec.net/exchange/viewtn.do?operation=executeAction&tnId=100213754,1625
TN-In-CN-SY-2013-1402,China,AIESEC SYSU,08-11-2013-08:03:23 AM,Global Internship,MT | TangLa Hotel,Company,Business Services,,11-30-2013,11-30-2014,-,Communication & Journalism, Journalism,"Business Administration,Cultural Education", Hotel + Restaurant Management," Chinese(Basic), English(Excellent)","Organisational Management,X-Windows,Team Management,Training/ Facilitating skills,Marketing / Selling skills,PC User Skills,Internet User Skills,Photoshop","Business Administration,Cultural Education,Communication & Journalism",-,-,http://www.myaiesec.net/exchange/viewtn.do?operation=executeAction&tnId=100213755,1626
TN-In-CN-SY-2013-1403,China,AIESEC SYSU,08-11-2013-08:03:23 AM,Global Internship,MT | TangLa Hotel,Company,Business Services,,11-30-2013,11-30-2014,-,Communication & Journalism, Journalism,"Business Administration,Cultural Education", Hotel + Restaurant Management," Chinese(Basic), English(Excellent)","Organisational Management,X-Windows,Team Management,Training/ Facilitating skills,Marketing / Selling skills,PC User Skills,Internet User Skills,Photoshop","Business Administration,Cultural Education,Communication & Journalism",-,-,http://www.myaiesec.net/exchange/viewtn.do?operation=executeAction&tnId=100213756,1627
TN-In-CN-SY-2013-1404,China,AIESEC SYSU,08-11-2013-08:03:23 AM,Global Internship,MT | TangLa Hotel,Company,Business Services,,11-30-2013,11-30-2014,-,Communication & Journalism, Journalism,"Business Administration,Cultural Education", Hotel + Restaurant Management," Chinese(Basic), English(Excellent)","Organisational Management,X-Windows,Team Management,Training/ Facilitating skills,Marketing / Selling skills,PC User Skills,Internet User Skills,Photoshop","Business Administration,Cultural Education,Communication & Journalism",-,-,http://www.myaiesec.net/exchange/viewtn.do?operation=executeAction&tnId=100213757,1628
